county_fips,year,population,youth_population,median_income,poverty_rate,pct_bachelors,pop_density
01107,2022,18925,3653,45339.0,22.333969134732097,14.508534432018836,21.471327693871622
01109,2022,32997,6220,42616.0,23.6365416625869,27.711533454829475,49.09778340552356
01111,2022,22179,4627,49879.0,19.857003574910628,18.803637760983733,38.20342778399794
01113,2022,58849,14160,47420.0,22.027809766074835,16.36400120397311,91.7820525217489
01115,2022,91719,20453,73218.0,10.917732110583039,19.32799156889791,145.2238073372706
01117,2022,223916,51063,90618.0,6.853642019915557,45.60382700380748,285.08315710537136
01119,2022,12196,2303,31726.0,30.374479889042995,21.756867011150394,13.493747690374033
01121,2022,81105,16771,52457.0,18.693186232615957,16.602794133017454,110.07482183500109
01123,2022,41251,8410,53282.0,16.844754830590038,18.15136854213892,57.570674139740525
01125,2022,231558,47215,61645.0,16.693333577843696,30.87652068555005,175.3101038120965
01127,2022,64978,14409,52987.0,16.411667583929553,15.288973300059627,82.14353437922709
01129,2022,15434,3180,51184.0,15.80290537887711,14.21904761904762,14.287367334564523
01131,2022,10441,2397,38208.0,26.76387122027596,11.614089687367379,11.759763385586435
01133,2022,23655,4785,49494.0,18.196332254584682,13.8251559006942,38.58903291691
02013,2022,3407,417,79961.0,12.636229749631811,16.934579439252335,0.4876719340579372
02016,2022,5219,887,100662.0,9.584920794064567,15.436415436415437,1.1880193743447
