community_id,community_name,state,year,population,youth_population,median_income,poverty_rate,pct_bachelors,tennis_courts_per_100k,pop_density,d1_players,d1_rate_per_100k,acs_vintage
02130,"Ketchikan Gateway Borough, AK",AK,2016,13939,3020,77820.0,9.355494266221513,26.385062748699113,14.348231580457707,2.869866708393212,0,0.0,2021
02150,"Kodiak Island Borough, AK",AK,2016,13218,3254,83765.0,7.762345679012346,29.179297181991693,7.565441065214102,1.975938043624012,0,0.0,2021
02158,"Kusilvak Census Area, AK",AK,2016,8354,3411,37975.0,36.64491177181532,2.920245398773006,0.0,0.4891934164427312,0,0.0,2021
02164,"Lake and Peninsula Borough, AK",AK,2016,986,260,49688.0,15.708418891170432,22.239747634069403,0.0,0.0413731869858248,0,0.0,2021
02170,"Matanuska-Susitna Borough, AK",AK,2016,106807,28583,79300.0,10.656639589731814,23.71482606453092,4.681341110601365,4.322891374721307,0,0.0,2021
02180,"Nome Census Area, AK",AK,2016,10070,3480,63977.0,21.86886938564791,18.37424404126645,0.0,0.4384073006700883,0,0.0,2021
02185,"North Slope Borough, AK",AK,2016,10865,2989,83992.0,8.558305211848518,15.598687027258457,0.0,0.1223210617932004,0,0.0,2021
02188,"Northwest Arctic Borough, AK",AK,2016,7776,2771,68654.0,20.503503763301325,14.42890442890443,0.0,0.2180393829148983,0,0.0,2021
02195,"Petersburg Borough, AK",AK,2016,3368,601,71696.0,4.769001490312966,28.408195429472027,0.0,1.1610478111766709,0,0.0,2021
02198,"Prince of Wales-Hyder Census Area, AK",AK,2016,5886,1303,55857.0,17.263843648208468,19.19942473633749,0.0,1.1173508874738816,0,0.0,2021
02220,"Sitka City and Borough, AK",AK,2016,8518,1794,82083.0,6.874625074985002,33.24572930354796,11.739845034045551,2.9678791023054196,0,0.0,2021
02230,"Skagway Municipality, AK",AK,2016,1329,193,75000.0,4.815650865312264,25.04708097928437,0.0,3.062416613091658,0,0.0,2021
02240,"Southeast Fairbanks Census Area, AK",AK,2016,6849,1881,68634.0,11.407910271546635,19.34690225900246,0.0,0.2758104675891491,0,0.0,2021
02275,"Wrangell City and Borough, AK",AK,2016,2162,492,54891.0,12.050443717888836,15.163147792706331,0.0,0.8458095457548929,0,0.0,2021
02282,"Yakutat City and Borough, AK",AK,2016,562,124,72083.0,7.295373665480427,10.309278350515465,0.0,0.073702501557326,0,0.0,2021
02290,"Yukon-Koyukuk Census Area, AK",AK,2016,5433,1516,43405.0,23.21129901505296,12.9060074734119,0.0,0.0373192076549037,0,0.0,2021
04001,"Apache, AZ",AZ,2016,66473,17938,34788.0,33.899111431684595,12.82753411075964,16.54807214959457,5.935983393212888,0,0.0,2021
04003,"Cochise, AZ",AZ,2016,125092,26848,55077.0,14.236292758661422,25.812317721736143,52.761167780513546,20.14408369395589,0,0.0,2021
04005,"Coconino, AZ",AZ,2016,144942,29551,61888.0,17.568602473404457,38.739877955405,42.77573098204799,7.785735058540464,0,0.0,2021
04007,"Gila, AZ",AZ,2016,53211,10623,51406.0,19.813926721657396,18.787539448233737,33.82759203924001,11.1844724353442,0,0.0,2021
04009,"Graham, AZ",AZ,2016,38145,10148,57105.0,19.96892444035219,14.67603759461033,44.566784637567174,8.253140444888516,0,0.0,2021
04011,"Greenlee, AZ",AZ,2016,9542,2612,67723.0,11.572950733199704,16.001388406803194,157.19974848040243,5.177883243128262,0,0.0,2021
04012,"La Paz, AZ",AZ,2016,16845,2784,39732.0,20.15879750287896,11.819147322105902,11.872959335114277,3.746181263578378,0,0.0,2021
04013,"Maricopa, AZ",AZ,2016,4367186,1036980,72944.0,12.044164248709714,34.35641481651464,48.61253905833184,474.5901332925307,16,0.36636864104253863,2021
04015,"Mohave, AZ",AZ,2016,211274,35931,49738.0,15.99859454568208,14.627001332686437,23.665950377235248,15.846995642177458,0,0.0,2021
04017,"Navajo, AZ",AZ,2016,106609,28359,46126.0,25.527607184520303,16.664752992507967,32.83024885328631,10.715019420086977,0,0.0,2021
04019,"Pima, AZ",AZ,2016,1035063,215628,59215.0,15.123174322089586,34.37453524155999,64.73035940807468,112.6454139292867,7,0.6762873370992877,2021
04021,"Pinal, AZ",AZ,2016,420625,94901,65488.0,11.39558119225765,20.892033199552245,44.21991084695394,78.37726590655548,0,0.0,2021
04023,"Santa Cruz, AZ",AZ,2016,47463,12868,45089.0,21.642233709007712,23.036131879714105,61.10022543876283,38.392409363726074,0,0.0,2021
04025,"Yavapai, AZ",AZ,2016,233789,37781,56170.0,12.462476875283606,27.77418373835393,60.73852918657422,28.78135628859136,0,0.0,2021
04027,"Yuma, AZ",AZ,2016,202944,51483,52563.0,18.32641946402667,15.68921646725806,31.043046357615896,36.80642458404518,0,0.0,2021
05001,"Arkansas, AR",AR,2016,17273,4021,55022.0,16.379361063717127,16.57490824157491,52.10444045620332,17.409841353034853,0,0.0,2021
05003,"Ashley, AR",AR,2016,19362,4442,42683.0,20.591143258573137,12.019983595555887,56.81231277760561,20.920764306984825,0,0.0,2021
05005,"Baxter, AR",AR,2016,41476,7391,43530.0,14.016527313945836,18.605532398635845,43.39859195679429,74.8757516730423,0,0.0,2021
05007,"Benton, AR",AR,2016,278774,73183,76887.0,8.075611978552162,34.56419510061242,50.57860489141742,328.8464646297832,1,0.35871350986820866,2021
05009,"Boone, AR",AR,2016,37445,8589,48625.0,13.300760043431051,17.763509898341358,42.729336359994655,63.495912487727296,0,0.0,2021
05011,"Bradley, AR",AR,2016,10597,2614,41972.0,14.75768827953918,12.522410701972142,18.873266018684536,16.323996752761616,0,0.0,2021
05013,"Calhoun, AR",AR,2016,4811,912,55904.0,9.94239385534457,12.245491564863292,41.57139887757223,7.653503573809141,0,0.0,2021
05015,"Carroll, AR",AR,2016,28154,6189,53366.0,14.294945433658818,22.02097235462345,21.311358954322653,44.69399677423451,0,0.0,2021
05017,"Chicot, AR",AR,2016,10405,2315,33770.0,29.583077866339668,14.759628900759068,19.22152811148486,16.33494406400221,0,0.0,2021
05019,"Clark, AR",AR,2016,21569,4146,45351.0,20.3745007521137,27.8936929789766,97.36195465714682,24.907300590897385,0,0.0,2021
05021,"Clay, AR",AR,2016,14661,3192,39817.0,18.778825635024436,13.99439451048613,54.56653707114112,22.935621941604193,0,0.0,2021
05023,"Cleburne, AR",AR,2016,24848,4775,48400.0,15.075581632237297,16.981743545425086,40.244687701223434,44.85530517601484,0,0.0,2021
05025,"Cleveland, AR",AR,2016,7632,1573,48183.0,12.351072279586974,16.705839811968904,0.0,12.764462879028615,0,0.0,2021
05027,"Columbia, AR",AR,2016,22947,4839,41115.0,23.442304962861332,20.155149099708204,39.220813178193225,29.95437723952928,0,0.0,2021
05029,"Conway, AR",AR,2016,20687,4724,45812.0,18.881594942864087,18.67742159794173,24.169768453618214,37.48208516860325,0,0.0,2021
05031,"Craighead, AR",AR,2016,109875,27622,51788.0,17.79253362509668,28.94621155182438,52.7872582480091,155.3745817789983,2,1.8202502844141069,2021
05033,"Crawford, AR",AR,2016,60483,14882,52057.0,17.744724427955074,19.07046183215449,26.45371426681878,101.60616460793356,0,0.0,2021
05035,"Crittenden, AR",AR,2016,48338,13189,46452.0,19.81183586038893,17.469625789729466,55.8566759071538,78.87218229136923,0,0.0,2021
05037,"Cross, AR",AR,2016,16935,4007,45247.0,17.611117766862346,14.054652251638716,88.57395925597875,27.47769820125325,0,0.0,2021
05039,"Dallas, AR",AR,2016,6645,1433,34337.0,12.901614782753454,11.50214592274678,60.19563581640331,9.957696647650389,0,0.0,2021
05041,"Desha, AR",AR,2016,11530,2975,33295.0,27.823883987070847,13.67753623188406,121.42237640936688,15.555288730712723,0,0.0,2021
05043,"Drew, AR",AR,2016,17511,3823,42891.0,20.03747582205029,23.742166517457473,62.817657472445894,21.1315281047755,0,0.0,2021
05045,"Faulkner, AR",AR,2016,123191,28508,54845.0,14.755110498405744,32.8969738184291,34.905147291604095,190.33191552477197,0,0.0,2021
05047,"Franklin, AR",AR,2016,17159,3993,42128.0,22.841918294849023,10.599000254172667,17.483536336616353,28.17722471004176,0,0.0,2021
05049,"Fulton, AR",AR,2016,12072,2559,36950.0,17.944836865119406,11.39663516939387,24.850894632206757,19.534170234662472,0,0.0,2021
05051,"Garland, AR",AR,2016,99694,20144,49985.0,16.203769740193582,23.766567973657267,67.20564928681766,147.12484227769457,1,1.0030693923405622,2021
05053,"Grant, AR",AR,2016,17912,4052,62479.0,14.086818722055575,17.96240242153895,16.74854845913354,28.346795634669434,0,0.0,2021
05055,"Greene, AR",AR,2016,45665,11218,51367.0,16.447324321304883,16.281112737920935,13.139165662980401,79.0955069802889,0,0.0,2021
05057,"Hempstead, AR",AR,2016,20352,5183,43592.0,24.55450472872076,16.003261433548293,14.740566037735848,27.986798679867984,0,0.0,2021
05059,"Hot Spring, AR",AR,2016,33096,7181,46724.0,19.00805069675709,16.439284806372342,24.172105390379503,53.81953478690743,0,0.0,2021
05061,"Howard, AR",AR,2016,12894,3408,39558.0,20.27664256523106,14.260808926080893,15.511090429657205,21.95351181273964,0,0.0,2021
05063,"Independence, AR",AR,2016,37796,8988,50028.0,17.662888363369486,16.452705363471686,39.686739337496036,49.48986005195676,0,0.0,2021
05065,"Izard, AR",AR,2016,13653,2514,45318.0,15.729537366548044,17.020447906523856,14.648795136600013,23.531500290416595,0,0.0,2021
05067,"Jackson, AR",AR,2016,16878,3378,39154.0,20.842963970088373,12.672061399849838,47.39898092191018,26.637795114036848,0,0.0,2021
05069,"Jefferson, AR",AR,2016,68199,14991,43720.0,19.41663318601848,19.45659434185861,45.45521195325445,78.178841881547,0,0.0,2021
05071,"Johnson, AR",AR,2016,25853,6355,40628.0,18.930842607313195,16.02076328673391,38.68023053417399,39.11254330625274,0,0.0,2021
05073,"Lafayette, AR",AR,2016,6373,1238,36083.0,23.45104333868379,10.73149364870784,0.0,12.036519400459326,0,0.0,2021
05075,"Lawrence, AR",AR,2016,16292,3655,40746.0,15.507411630558725,14.87053245805981,18.413945494721336,27.729742242071865,0,0.0,2021
05077,"Lee, AR",AR,2016,8832,1655,29082.0,27.71857923497268,9.76312419974392,0.0,14.724736456893634,0,0.0,2021
05079,"Lincoln, AR",AR,2016,13092,2179,49474.0,15.1140456182473,8.732651200486274,30.553009471432937,23.40088584471621,0,0.0,2021
05081,"Little River, AR",AR,2016,12104,2721,57614.0,12.355862301153104,14.872284554786344,24.785194976867153,22.78378556437116,0,0.0,2021
05083,"Logan, AR",AR,2016,21299,4642,46570.0,15.678147777618982,12.635761589403971,42.255504953284195,30.036030827157795,1,4.695056105920466,2021
05085,"Lonoke, AR",AR,2016,73824,18930,62561.0,11.61278843785071,20.33254831898652,20.3185955786736,95.69511958001166,0,0.0,2021
05087,"Madison, AR",AR,2016,16496,3832,47862.0,16.5364424368209,13.539853811347024,30.310378273520858,19.773733634766096,0,0.0,2021
05089,"Marion, AR",AR,2016,16750,3079,41038.0,18.08754371156397,15.100382782595108,11.940298507462687,28.07585677457853,0,0.0,2021
05091,"Miller, AR",AR,2016,42875,10208,46610.0,18.082316999831612,16.943351018312512,41.98250728862974,68.70553169668611,0,0.0,2021
05093,"Mississippi, AR",AR,2016,41061,10776,45740.0,21.79086568507362,14.244088311106127,63.320425708092834,45.51747990506522,0,0.0,2021
05095,"Monroe, AR",AR,2016,6903,1493,41667.0,21.447445684086905,13.474593704998972,43.4593654932638,11.363692483961934,0,0.0,2021
05097,"Montgomery, AR",AR,2016,8525,1568,41032.0,18.92342503274979,15.340289674505527,0.0,10.92314335392394,0,0.0,2021
05099,"Nevada, AR",AR,2016,8340,1896,42670.0,25.171484566389022,11.12858141160028,47.961630695443645,13.499732918953043,0,0.0,2021
05101,"Newton, AR",AR,2016,7343,1477,42817.0,10.304610318331504,16.407857811038355,13.618412093149937,8.943142900291813,0,0.0,2021
05103,"Ouachita, AR",AR,2016,22858,5187,43338.0,21.136909527622095,13.286364486564,43.74835943652113,31.196048700665056,0,0.0,2021
05105,"Perry, AR",AR,2016,10056,2322,47500.0,15.345987747313448,17.50352609308886,0.0,18.23933136961853,0,0.0,2021
05107,"Phillips, AR",AR,2016,16923,4479,32235.0,33.337299934551076,14.34948979591837,76.8185309933227,24.51329741004693,0,0.0,2021
05109,"Pike, AR",AR,2016,10234,2220,46672.0,17.739528405133818,19.479429051217465,29.3140512018761,17.047148675322944,0,0.0,2021
05111,"Poinsett, AR",AR,2016,23212,5602,42854.0,20.804511609463805,11.51188589540412,25.848698948819575,30.610778127245993,0,0.0,2021
05113,"Polk, AR",AR,2016,19476,4499,43444.0,20.9151007235438,15.521422797089734,0.0,22.730084333327888,0,0.0,2021
05115,"Pope, AR",AR,2016,63234,14495,47322.0,17.375425255153093,23.240228929217825,55.34996995287346,77.97502194951119,0,0.0,2021
05117,"Prairie, AR",AR,2016,8306,1746,47335.0,9.97648223790073,15.286307053941908,12.039489525644113,12.827482255264735,0,0.0,2021
05119,"Pulaski, AR",AR,2016,397931,92991,55235.0,15.832362618273963,36.34376523061927,59.05546438955497,524.7215724333633,1,0.25129984846619136,2021
05121,"Randolph, AR",AR,2016,18442,4447,42225.0,19.26574977817214,16.06648199445983,21.689621516104545,28.2890508396059,0,0.0,2021
05123,"St. Francis, AR",AR,2016,23623,5030,34981.0,28.51788756388416,11.405454000599342,25.398975574651825,37.214233503049854,0,0.0,2021
05125,"Saline, AR",AR,2016,122308,28589,68605.0,8.649645906413395,27.913965822038893,15.534552114334303,169.04671078455763,0,0.0,2021
05127,"Scott, AR",AR,2016,9928,2341,43577.0,15.151515151515152,10.937725762173097,0.0,11.119448955591643,0,0.0,2021
05129,"Searcy, AR",AR,2016,7872,1586,39627.0,24.12241224122412,15.32327959785058,25.406504065040654,11.821967654784126,0,0.0,2021
05131,"Sebastian, AR",AR,2016,127941,30855,50226.0,17.53413138500837,23.995378097316728,47.678226682611516,240.86049440588272,0,0.0,2021
05133,"Sevier, AR",AR,2016,16074,4623,49470.0,21.648835745752045,11.623744655463856,18.66368047779022,28.521795911414575,0,0.0,2021
05135,"Sharp, AR",AR,2016,17243,3632,37361.0,18.026509572901325,11.133344005122458,40.59618395870788,28.51774854831214,0,0.0,2021
05137,"Stone, AR",AR,2016,12364,2468,32813.0,20.94368837095591,14.378652552651891,24.263992235522483,20.387837213904096,0,0.0,2021
05139,"Union, AR",AR,2016,39262,9493,46444.0,18.519565999897157,18.396507983883005,40.7518720391218,37.78582131854827,0,0.0,2021
05141,"Van Buren, AR",AR,2016,15851,3056,40763.0,17.599387403484144,16.269165247018737,63.08750236578134,22.338881294305,0,0.0,2021
05143,"Washington, AR",AR,2016,242793,59078,56610.0,15.318123365950454,33.74709859723484,39.5398549381572,257.89261245950394,1,0.4118734889391375,2021
05145,"White, AR",AR,2016,77075,18056,46345.0,15.258340473567532,20.29401791235314,35.03081414206941,74.5430700816081,0,0.0,2021
05147,"Woodruff, AR",AR,2016,6333,1376,43717.0,20.829252366960496,16.10377991500783,0.0,10.807665199591108,0,0.0,2021
05149,"Yell, AR",AR,2016,20489,4957,51070.0,13.81588752546078,14.045307443365695,48.80667675337986,22.02204246409555,0,0.0,2021
06001,"Alameda, CA",CA,2016,1673133,344088,112017.0,8.913764913670166,49.643049495628894,47.515648785840696,2268.7810440987228,8,0.47814489344242206,2021
06003,"Alpine, CA",CA,2016,1344,289,96000.0,12.946428571428571,39.3188854489164,306.3869903370257,1.820299590974348,0,0.0,2021
06005,"Amador, CA",CA,2016,40095,6114,69955.0,7.904738468268942,19.5177304964539,22.44668911335578,67.43358813289942,0,0.0,2021
06007,"Butte, CA",CA,2016,217884,44310,59863.0,17.747997347043412,29.760070902530124,41.30638321308586,133.14105188543775,1,0.4589598134787318,2021
06009,"Calaveras, CA",CA,2016,45349,7722,70119.0,14.125136332272351,19.910732167892192,37.48704491830029,44.45910652381924,0,0.0,2021
06011,"Colusa, CA",CA,2016,21780,5936,61861.0,13.004401204540189,14.65356476832592,55.09641873278236,18.927954711957025,0,0.0,2021
06013,"Contra Costa, CA",CA,2016,1161643,263508,110455.0,8.202152519443917,44.056172517452985,56.64390867073619,1620.3786881221265,10,0.8608496758470546,2021
